id,name,type,calories,protein,fat,carbs,fiber,ingredients,tags,combined_text
843,Lemon Squasih,Sarapan,36.0,0.0,0.0,10.0,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
844,Lemonade,Sarapan,30.0,0.0,0.0,8.0,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
845,Lemper ,Sarapan,221.3,3.8,3.6,43.4,2.2,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
846,Lempog durian,Makan Siang,320.0,3.5,5.7,63.7,3.2,"['bahan utama', 'bumbu']",['tinggi karbo'],bahan utama bumbu tinggi karbo
847,Lepok/Ubi rumput,Sarapan,181.0,2.8,1.2,39.8,2.0,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo', 'rendah kalori']",bahan utama bumbu rendah lemak tinggi karbo rendah kalori
848,Leunca buah,Sarapan,33.0,1.9,0.1,7.4,0.7,['buah'],"['rendah lemak', 'rendah karbo', 'rendah kalori']",buah rendah lemak rendah karbo rendah kalori
849,Leupeut Ketan ,Sarapan,240.0,7.8,0.5,51.3,2.6,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
850,Leverwost (sosis hati),Makan Siang,387.0,16.0,22.0,3.0,0.5,"['bahan utama', 'bumbu']","['protein tinggi', 'tinggi lemak', 'rendah karbo']",bahan utama bumbu protein tinggi tinggi lemak rendah karbo
851,Lilin bungkus gedi,Sarapan,79.0,2.3,5.2,5.8,0.5,"['bahan utama', 'bumbu']","['rendah karbo', 'rendah kalori']",bahan utama bumbu rendah karbo rendah kalori
852,Lobak,Sarapan,19.0,0.9,0.1,4.2,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
853,Lokan segar,Sarapan,217.0,11.0,1.7,5.1,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo']",bahan utama bumbu rendah lemak rendah karbo
854,Lontar segar,Sarapan,27.0,0.4,0.2,6.0,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
855,Lopis ,Sarapan,163.3,2.8,2.2,33.0,1.7,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo', 'rendah kalori']",bahan utama bumbu rendah lemak tinggi karbo rendah kalori
856,Lumai/Leunca segar,Sarapan,38.0,1.1,0.3,7.6,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
857,Lupis ketan,Sarapan,164.0,1.8,2.1,34.5,1.7,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo', 'rendah kalori']",bahan utama bumbu rendah lemak tinggi karbo rendah kalori
858,Madu,Sarapan,294.0,0.3,0.0,79.5,4.0,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
859,Maizena tepung,Makan Siang,341.0,0.3,0.0,85.0,4.2,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
860,Makaroni,Makan Siang,363.0,8.7,0.4,78.7,3.9,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
861,Mangga benggala segar,Sarapan,63.0,2.4,0.4,12.4,0.6,['mangga'],"['rendah lemak', 'rendah kalori']",mangga rendah lemak rendah kalori
862,Mangga Gedong,Sarapan,44.0,0.7,0.2,11.2,0.6,['mangga'],"['rendah lemak', 'rendah kalori']",mangga rendah lemak rendah kalori
863,Mangga Golek,Sarapan,63.0,0.5,0.2,16.7,0.8,['mangga'],"['rendah lemak', 'rendah kalori']",mangga rendah lemak rendah kalori
864,Mangga Harum Manis,Sarapan,46.0,0.4,0.2,11.9,0.6,['mangga'],"['manis', 'rendah lemak', 'rendah kalori']",mangga manis rendah lemak rendah kalori
865,Mangga Indramayu,Sarapan,72.0,0.8,0.2,18.7,0.9,['mangga'],"['rendah lemak', 'rendah kalori']",mangga rendah lemak rendah kalori
866,Mangga Kopek,Sarapan,56.0,0.4,0.2,14.6,0.7,['mangga'],"['rendah lemak', 'rendah kalori']",mangga rendah lemak rendah kalori
867,Mangga kwini segar,Sarapan,86.0,0.7,0.5,19.8,1.0,['mangga'],"['rendah lemak', 'rendah kalori']",mangga rendah lemak rendah kalori
868,Mangga manalagi segar,Sarapan,133.0,1.0,0.1,32.1,1.6,['mangga'],"['rendah lemak', 'tinggi karbo', 'rendah kalori']",mangga rendah lemak tinggi karbo rendah kalori
869,Mangga Muda,Sarapan,59.0,0.5,0.4,15.1,0.8,['mangga'],"['rendah lemak', 'rendah kalori']",mangga rendah lemak rendah kalori
870,Mangga segar,Sarapan,52.0,0.7,0.0,12.3,0.6,['mangga'],"['rendah lemak', 'rendah kalori']",mangga rendah lemak rendah kalori
871,Manggis,Sarapan,63.0,0.6,0.6,15.6,0.8,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
872,Margarin,Makan Malam,720.0,0.6,81.0,0.4,0.2,"['bahan utama', 'bumbu']","['tinggi lemak', 'rendah karbo', 'tinggi kalori']",bahan utama bumbu tinggi lemak rendah karbo tinggi kalori
873,Markisa segar,Sarapan,144.0,3.5,1.2,29.8,1.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
874,Markisa squash,Sarapan,217.0,2.5,1.0,49.6,2.5,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
875,Markisa squash BD,Sarapan,104.0,1.2,0.5,23.7,1.2,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
876,Martabak  manis,Sarapan,265.3,4.7,5.5,49.3,2.5,"['bahan utama', 'bumbu']","['manis', 'tinggi karbo']",bahan utama bumbu manis tinggi karbo
877,Martabak india,Sarapan,153.0,4.5,4.2,24.3,1.2,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
878,Martabak mesir,Sarapan,278.0,5.1,8.6,45.0,2.2,"['bahan utama', 'bumbu']",['tinggi karbo'],bahan utama bumbu tinggi karbo
879,Martabak Telur ,Sarapan,200.0,8.9,5.1,29.5,1.5,"['telur', 'bumbu']",[],telur bumbu 
880,Masekat,Makan Siang,369.0,2.1,7.0,74.1,3.7,"['bahan utama', 'bumbu']",['tinggi karbo'],bahan utama bumbu tinggi karbo
881,Matoa segar,Sarapan,90.0,1.2,0.1,21.1,1.1,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
882,Melase,Sarapan,276.0,0.0,0.1,71.0,3.6,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
883,Melinjo,Sarapan,66.0,5.0,0.7,13.3,0.7,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
884,Melon segar,Sarapan,37.0,0.6,0.4,7.8,0.5,['melon'],"['rendah lemak', 'rendah karbo', 'rendah kalori']",melon rendah lemak rendah karbo rendah kalori
885,Menjangan daging dendeng mentah,Makan Siang,322.0,55.8,2.0,22.7,1.1,"['bahan utama', 'bumbu']","['daging', 'protein tinggi', 'rendah lemak']",bahan utama bumbu daging protein tinggi rendah lemak
886,Mentega,Makan Malam,725.0,0.5,81.6,1.4,0.5,"['bahan utama', 'bumbu']","['tinggi lemak', 'rendah karbo', 'tinggi kalori']",bahan utama bumbu tinggi lemak rendah karbo tinggi kalori
887,Menteng,Sarapan,65.0,1.7,0.2,16.1,0.8,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
888,Merica,Makan Siang,359.0,11.5,6.8,64.4,3.2,"['bahan utama', 'bumbu']","['pedas', 'tinggi karbo']",bahan utama bumbu pedas tinggi karbo
889,Mi basah,Sarapan,88.0,0.6,3.3,14.0,0.7,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
890,Mi golosor,Sarapan,71.0,0.2,0.8,15.9,0.8,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
891,Mi kering,Makan Siang,339.0,10.0,1.7,6.3,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo']",bahan utama bumbu rendah lemak rendah karbo
892,Mie aceh rebus,Sarapan,113.0,3.0,3.2,18.1,0.9,['tepung terigu'],"['rebus', 'rendah lemak', 'rendah kalori', 'aceh', 'tradisional']",tepung terigu rebus rendah lemak rendah kalori aceh tradisional
893,Mie ayam,Sarapan,102.0,6.2,3.9,10.5,0.5,"['tepung terigu', 'bumbu', 'ayam']","['daging', 'rendah lemak', 'rendah kalori']",tepung terigu bumbu ayam daging rendah lemak rendah kalori
894,Mie bakso,Sarapan,114.0,5.3,3.0,16.4,0.8,['tepung terigu'],"['rendah lemak', 'rendah kalori', 'tradisional']",tepung terigu rendah lemak rendah kalori tradisional
895,Mie basah,Sarapan,86.0,0.6,3.3,14.0,0.7,['tepung terigu'],"['rendah lemak', 'rendah kalori']",tepung terigu rendah lemak rendah kalori
896,Mie Bendo,Makan Siang,353.0,0.3,0.0,88.0,4.4,['tepung terigu'],"['rendah lemak', 'tinggi karbo']",tepung terigu rendah lemak tinggi karbo
897,Mie celon,Sarapan,102.0,3.0,2.1,17.8,0.9,['tepung terigu'],"['rendah lemak', 'rendah kalori']",tepung terigu rendah lemak rendah kalori
898,Mie Goreng ,Makan Siang,468.0,7.6,20.4,62.4,3.1,['tepung terigu'],"['goreng', 'tinggi lemak', 'tinggi karbo', 'tinggi kalori', 'tradisional']",tepung terigu goreng tinggi lemak tinggi karbo tinggi kalori tradisional
899,Mie kering,Makan Siang,337.0,7.9,11.8,50.0,2.5,['tepung terigu'],['tinggi karbo'],tepung terigu tinggi karbo
900,Mie pangsit basah,Sarapan,105.0,5.9,4.9,9.4,0.5,['tepung terigu'],"['rendah lemak', 'rendah karbo', 'rendah kalori']",tepung terigu rendah lemak rendah karbo rendah kalori
901,Mie Sagu,Sarapan,190.0,0.2,0.4,46.5,2.3,['tepung terigu'],"['rendah lemak', 'tinggi karbo', 'rendah kalori']",tepung terigu rendah lemak tinggi karbo rendah kalori
902,Minyak Hati Hiu (Eulamia),Makan Malam,902.0,0.0,100.0,0.0,0.0,"['bahan utama', 'bumbu']","['tinggi lemak', 'rendah karbo', 'tinggi kalori']",bahan utama bumbu tinggi lemak rendah karbo tinggi kalori
903,Minyak Ikan,Makan Malam,902.0,0.0,100.0,0.0,0.0,"['ikan', 'bumbu']","['seafood', 'tinggi lemak', 'rendah karbo', 'tinggi kalori']",ikan bumbu seafood tinggi lemak rendah karbo tinggi kalori
904,Minyak Kacang Tanah,Makan Malam,902.0,0.0,100.0,0.0,0.0,"['bahan utama', 'bumbu']","['nabati', 'tinggi lemak', 'rendah karbo', 'tinggi kalori']",bahan utama bumbu nabati tinggi lemak rendah karbo tinggi kalori
905,Minyak kedelai,Makan Malam,883.0,0.0,99.9,0.0,0.0,"['bahan utama', 'bumbu']","['nabati', 'tinggi lemak', 'rendah karbo', 'tinggi kalori']",bahan utama bumbu nabati tinggi lemak rendah karbo tinggi kalori
906,Minyak Kelapa,Makan Malam,870.0,1.0,98.0,0.0,0.0,"['bahan utama', 'bumbu']","['tinggi lemak', 'rendah karbo', 'tinggi kalori']",bahan utama bumbu tinggi lemak rendah karbo tinggi kalori
907,Minyak Kelapa Sawit,Makan Malam,902.0,0.0,100.0,0.0,0.0,"['bahan utama', 'bumbu']","['tinggi lemak', 'rendah karbo', 'tinggi kalori']",bahan utama bumbu tinggi lemak rendah karbo tinggi kalori
908,Minyak Wijen,Makan Malam,902.0,0.0,100.0,0.0,0.0,"['bahan utama', 'bumbu']","['tinggi lemak', 'rendah karbo', 'tinggi kalori']",bahan utama bumbu tinggi lemak rendah karbo tinggi kalori
909,Minyak Zaitun,Makan Malam,884.0,0.0,100.0,0.0,0.0,"['bahan utama', 'bumbu']","['tinggi lemak', 'rendah karbo', 'tinggi kalori']",bahan utama bumbu tinggi lemak rendah karbo tinggi kalori
910,Misoa,Makan Siang,345.0,8.5,2.2,78.0,3.9,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
911,Misro ,Sarapan,218.0,0.8,16.0,50.2,2.5,"['bahan utama', 'bumbu']","['tinggi lemak', 'tinggi karbo']",bahan utama bumbu tinggi lemak tinggi karbo
912,Moon tahu,Sarapan,128.0,8.0,10.0,1.3,0.5,"['bahan utama', 'bumbu']","['nabati', 'rendah karbo', 'rendah kalori']",bahan utama bumbu nabati rendah karbo rendah kalori
913,Mostarda metan -sawi,Sarapan,33.0,2.3,0.5,4.7,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
914,Mujahir acar kuning masakan,Makan Siang,330.0,17.8,23.4,12.1,0.6,"['bahan utama', 'bumbu']","['protein tinggi', 'tinggi lemak']",bahan utama bumbu protein tinggi tinggi lemak
915,Naan maran sapi masakan,Makan Siang,478.0,38.3,33.9,5.1,0.5,"['daging sapi', 'bumbu']","['daging', 'protein tinggi', 'tinggi lemak', 'rendah karbo', 'tinggi kalori']",daging sapi bumbu daging protein tinggi tinggi lemak rendah karbo tinggi kalori
916,Nanas,Sarapan,52.0,0.4,0.2,13.7,0.7,['nanas'],"['rendah lemak', 'rendah kalori']",nanas rendah lemak rendah kalori
917,Nanas palembang segar,Sarapan,58.0,0.7,0.2,13.3,0.7,['nanas'],"['rendah lemak', 'rendah kalori']",nanas rendah lemak rendah kalori
918,Nangka biji,Sarapan,165.0,4.2,0.1,36.7,3.7,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo', 'rendah kalori']",bahan utama bumbu rendah lemak tinggi karbo rendah kalori
919,Nangka masak di pohon,Sarapan,106.0,1.2,0.3,27.6,1.4,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
920,Nangka Muda,Sarapan,51.0,2.0,0.4,11.3,0.6,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
921,Nasi,Sarapan,180.0,3.0,0.3,39.8,2.0,['beras'],"['rendah lemak', 'tinggi karbo', 'rendah kalori']",beras rendah lemak tinggi karbo rendah kalori
922,Nasi beras merah,Sarapan,149.0,2.8,0.4,32.5,1.6,['beras'],"['rendah lemak', 'tinggi karbo', 'rendah kalori']",beras rendah lemak tinggi karbo rendah kalori
923,Nasi gemuk,Sarapan,192.0,3.8,8.8,24.4,1.2,['beras'],['rendah kalori'],beras rendah kalori
924,Nasi Goreng ,Sarapan,276.0,3.2,3.2,30.2,1.5,['beras'],"['goreng', 'rendah lemak', 'tinggi karbo', 'tradisional']",beras goreng rendah lemak tinggi karbo tradisional
925,Nasi gurih,Sarapan,190.0,4.7,7.5,26.0,1.3,['beras'],['rendah kalori'],beras rendah kalori
926,Nasi jagung,Makan Siang,357.0,8.8,0.5,79.5,4.0,"['beras', 'jagung']","['rendah lemak', 'tinggi karbo']",beras jagung rendah lemak tinggi karbo
927,Nasi minyak,Sarapan,207.0,3.5,5.0,37.1,1.9,['beras'],['tinggi karbo'],beras tinggi karbo
928,Nasi rames,Sarapan,155.0,10.3,4.2,19.1,1.0,['beras'],"['rendah lemak', 'rendah kalori']",beras rendah lemak rendah kalori
929,Nasi tim,Sarapan,120.0,2.4,0.4,26.0,1.3,['beras'],"['rendah lemak', 'rendah kalori']",beras rendah lemak rendah kalori
930,Nasi Uduk ,Sarapan,253.3,4.3,21.0,11.7,0.6,['beras'],['tinggi lemak'],beras tinggi lemak
931,Nasu likku masakan,Sarapan,196.0,14.5,8.3,15.9,0.8,"['bahan utama', 'bumbu']",['rendah kalori'],bahan utama bumbu rendah kalori
932,Noga Kacang Tanah ,Makan Siang,600.0,14.0,41.7,42.0,4.2,"['bahan utama', 'bumbu']","['nabati', 'tinggi lemak', 'tinggi karbo', 'tinggi kalori']",bahan utama bumbu nabati tinggi lemak tinggi karbo tinggi kalori
933,Nopia spesial,Makan Siang,387.0,5.3,7.6,74.3,3.7,"['bahan utama', 'bumbu']",['tinggi karbo'],bahan utama bumbu tinggi karbo
934,Olah-olah,Sarapan,9.0,2.1,6.0,7.1,0.5,"['bahan utama', 'bumbu']","['rendah karbo', 'rendah kalori']",bahan utama bumbu rendah karbo rendah kalori
935,Oncom,Sarapan,187.0,13.0,6.0,22.6,1.1,"['bahan utama', 'bumbu']",['rendah kalori'],bahan utama bumbu rendah kalori
936,Oncom ampas kacang hijau,Makan Siang,376.0,14.9,6.0,65.7,6.6,"['bahan utama', 'bumbu']","['nabati', 'tinggi karbo']",bahan utama bumbu nabati tinggi karbo
937,Oncom Goreng ,Makan Siang,363.3,19.3,19.3,40.3,2.0,"['bahan utama', 'bumbu']","['goreng', 'protein tinggi', 'tinggi lemak', 'tinggi karbo']",bahan utama bumbu goreng protein tinggi tinggi lemak tinggi karbo
938,Oncom Hitam Goreng ,Sarapan,284.0,12.0,14.4,13.6,0.7,"['bahan utama', 'bumbu']",['goreng'],bahan utama bumbu goreng
939,Oncom Hitam Goreng bertepung ,Makan Siang,306.7,9.0,18.0,27.0,1.4,"['bahan utama', 'bumbu']","['goreng', 'tinggi lemak']",bahan utama bumbu goreng tinggi lemak
940,Oncom kacang hijau + singkong,Makan Siang,351.0,11.0,5.3,65.9,6.6,"['bahan utama', 'bumbu']","['nabati', 'tinggi karbo']",bahan utama bumbu nabati tinggi karbo
941,Oncom Kacang Tanah pepes,Sarapan,132.0,12.7,3.8,13.7,1.4,"['bahan utama', 'bumbu']","['nabati', 'rendah lemak', 'rendah kalori']",bahan utama bumbu nabati rendah lemak rendah kalori
942,Oncom Kedele,Sarapan,187.0,13.0,6.0,22.6,1.1,"['bahan utama', 'bumbu']",['rendah kalori'],bahan utama bumbu rendah kalori
943,Oncom Merah Goreng ,Makan Siang,368.0,6.8,32.0,13.2,0.7,"['bahan utama', 'bumbu']","['goreng', 'tinggi lemak']",bahan utama bumbu goreng tinggi lemak
944,Oncom Merah Goreng bertepung ,Makan Siang,320.0,7.3,18.7,31.0,1.6,"['bahan utama', 'bumbu']","['goreng', 'tinggi lemak', 'tinggi karbo']",bahan utama bumbu goreng tinggi lemak tinggi karbo
945,Oncom Merah Sayur (tumis) ,Sarapan,40.0,2.0,2.0,3.0,0.5,['sayuran'],"['tumis', 'sayuran', 'rendah lemak', 'rendah karbo', 'rendah kalori']",sayuran tumis sayuran rendah lemak rendah karbo rendah kalori
946,Oncom pepes,Sarapan,76.0,5.2,1.8,10.6,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
947,Onde-onde ,Sarapan,288.6,8.3,8.9,44.3,2.2,"['bahan utama', 'bumbu']",['tinggi karbo'],bahan utama bumbu tinggi karbo
948,Ongol-ongol ,Sarapan,115.0,1.5,6.0,14.0,0.7,"['bahan utama', 'bumbu']",['rendah kalori'],bahan utama bumbu rendah kalori
949,Ongol-ongol sagu,Sarapan,111.0,0.3,2.7,21.2,1.1,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
950,Opak Singkong ,Makan Malam,940.0,36.0,42.0,104.0,5.2,"['bahan utama', 'bumbu']","['protein tinggi', 'tinggi lemak', 'tinggi karbo', 'tinggi kalori']",bahan utama bumbu protein tinggi tinggi lemak tinggi karbo tinggi kalori
951,Oramu ninahu ndawa olaho masakan,Sarapan,117.0,13.7,5.0,4.3,0.5,"['bahan utama', 'bumbu']","['rendah karbo', 'rendah kalori']",bahan utama bumbu rendah karbo rendah kalori
952,Otak,Sarapan,125.0,10.4,8.6,0.8,0.3,"['bahan utama', 'bumbu']","['rendah karbo', 'rendah kalori']",bahan utama bumbu rendah karbo rendah kalori
953,Oyek,Makan Siang,351.0,0.9,0.9,84.9,4.2,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
954,Oyek (dari singkong),Makan Siang,342.0,2.3,0.1,83.1,4.2,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
955,Paku hinela wulelenggapaya,Sarapan,77.0,3.5,4.6,5.4,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
956,Pala biji,Makan Siang,494.0,7.5,36.4,40.1,4.0,"['bahan utama', 'bumbu']","['tinggi lemak', 'tinggi karbo', 'tinggi kalori']",bahan utama bumbu tinggi lemak tinggi karbo tinggi kalori
957,Pala daging,Sarapan,42.0,0.3,0.2,10.9,0.5,"['bahan utama', 'bumbu']","['daging', 'rendah lemak', 'rendah kalori']",bahan utama bumbu daging rendah lemak rendah kalori
958,Paniki masak santan masakan,Makan Siang,460.0,28.5,35.2,7.2,0.5,"['bahan utama', 'bumbu']","['protein tinggi', 'tinggi lemak', 'rendah karbo', 'tinggi kalori']",bahan utama bumbu protein tinggi tinggi lemak rendah karbo tinggi kalori
959,Papais ,Sarapan,133.8,3.0,1.6,27.0,1.4,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
960,Papeda,Sarapan,61.0,0.2,0.1,14.9,0.7,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
961,Parede baleh masakan,Sarapan,87.0,10.5,2.5,5.5,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
962,Paria (Pare),Sarapan,29.0,1.1,0.3,6.6,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
963,Paria Putih kukus,Sarapan,16.0,0.8,0.2,3.4,0.5,"['bahan utama', 'bumbu']","['kukus', 'rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu kukus rendah lemak rendah karbo rendah kalori
964,Paria putih segar,Sarapan,19.0,1.0,0.4,3.6,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
965,Pastel,Makan Siang,307.0,4.5,13.3,42.4,2.1,"['bahan utama', 'bumbu']",['tinggi karbo'],bahan utama bumbu tinggi karbo
966,Pati Singkong (tapioka),Makan Siang,362.0,0.5,0.3,86.9,4.3,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
967,Pe-Cay,Sarapan,23.0,1.8,0.3,4.5,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
968,Peda Ikan Banjar,Sarapan,156.0,28.0,4.0,0.0,0.0,"['ikan', 'bumbu']","['seafood', 'protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",ikan bumbu seafood protein tinggi rendah lemak rendah karbo rendah kalori
969,Pelecing kangkung,Sarapan,75.0,2.5,2.8,10.0,1.0,['kangkung'],"['sayuran', 'rendah lemak', 'rendah kalori']",kangkung sayuran rendah lemak rendah kalori
970,Pelepah manuk masakan,Sarapan,219.0,19.7,13.6,4.4,0.5,"['bahan utama', 'bumbu']","['protein tinggi', 'rendah karbo']",bahan utama bumbu protein tinggi rendah karbo
971,Pempek adaan,Sarapan,162.0,4.9,3.0,27.8,1.4,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori', 'tradisional']",bahan utama bumbu rendah lemak rendah kalori tradisional
972,Pempek belida,Sarapan,156.0,4.2,1.4,31.6,1.6,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo', 'rendah kalori', 'tradisional']",bahan utama bumbu rendah lemak tinggi karbo rendah kalori tradisional
973,Pempek kapal selam,Sarapan,152.0,4.5,2.3,28.2,1.4,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori', 'tradisional']",bahan utama bumbu rendah lemak rendah kalori tradisional
974,Pempek kelesan,Sarapan,211.0,12.3,6.1,26.6,1.3,"['bahan utama', 'bumbu']",['tradisional'],bahan utama bumbu tradisional
